"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 12 18:50:00 GMT 2023","Mon Jun 12 18:50:00 GMT 2023","472","tests","test_post","","","","test_get_correct_tourist_by_id",""
"passed","Mon Jun 12 18:49:58 GMT 2023","Mon Jun 12 18:49:58 GMT 2023","513","tests","test_post","","","","test_empty_login_password",""
"passed","Mon Jun 12 18:49:58 GMT 2023","Mon Jun 12 18:49:59 GMT 2023","545","tests","test_post","","","","test_invalid_email",""
"passed","Mon Jun 12 18:49:59 GMT 2023","Mon Jun 12 18:49:59 GMT 2023","487","tests","test_post","","","","test_invalid_password",""
"passed","Mon Jun 12 18:50:00 GMT 2023","Mon Jun 12 18:50:01 GMT 2023","475","tests","test_post","","","","test_get_not_existing_tourist_by_id_1","If the requested id is existing_id + 4 zeroes then the response is 400 with json"
"passed","Mon Jun 12 18:49:59 GMT 2023","Mon Jun 12 18:50:00 GMT 2023","537","tests","test_post","","","","test_correct_login",""
"passed","Mon Jun 12 18:50:01 GMT 2023","Mon Jun 12 18:50:01 GMT 2023","495","tests","test_post","","","","test_get_not_existing_tourist_by_id_2","If the requested id is existing_id + 1 zero then the response is 404 without json"
